actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
680,IGO_680,Asian Productivity Organization,Intergovernmental Organization,Regional,,APO,,,,Asia,,,1.0,,,,,,,,Asian Productivity Organization None is an regional intergovernmental organization based in Asia.,Asian Productivity Organisation | Asian Productivity Organization
681,IGO_681,Multilateral Investment Guarantee Agency (MIGA),Intergovernmental Organization,,,MIGA,,,,,,1.0,,,,,,,,,Multilateral Investment Guarantee Agency (MIGA) None is an international intergovernmental organization.,Multilateral Investment Guarantee Agency | Multilateral Investment Guarantee Agency (MIGA)
682,ENT_682,Czechoslovakia,Entity,,,, ,Czechoslovakia,315.0,Europe,,,,,,,,,,,Czechoslovakia is an entity (Czechoslovakia).,
683,NGO_683,Civil Society,Civil Society,Non-governmental Organization,Other,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in South Sudan.,
684,POL_684,Political Parties,Political Party,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in South Sudan.,
685,NGO_685,Religious Representatives,Civil Society,Religious,,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Religious Representatives is a religious representative.,
686,OTH_686,Monitoring Team of Security Modality,Other,,,,IDN,Indonesia,850.0,Asia,,,,1.0,,,,,,,Monitoring Team of Security Modality is an Other actor.,
687,ARM_687,Republic of Serb Krajina,Armed Organization,,,,BIH,Bosnia and Herzegovina,346.0,Europe,,,,,,340.0,Serbian Republic of Krajina,https://ucdp.uu.se/actor/340,,,Republic of Serb Krajina None is an Armed Organization based in Bosnia and Herzegovina.,
688,COA_688,Group of Eight,State Coalition,,,G8,,,,,,1.0,,,,,,,,,Group of Eight is an State Coalition actor.,
689,POL_689,Political Parties,Political Party,,,,DZA,Algeria,615.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in Algeria.,
690,OTH_690,National Organizations,Other,,,,DZA,Algeria,615.0,Africa,,,,1.0,,,,,,,National Organizations is an Other actor.,
691,NGO_691,Women's Groups,Civil Society,Non-governmental Organization,Women,,DZA,Algeria,615.0,Africa,,,,1.0,1.0,,,,,,Women's Groups is a civil society representative for women in Algeria.,
692,ARM_692,Convention of the New Forces,Armed Organization,,,CFN,TGO,Togo,461.0,Africa,,,,,,,,,,,Convention of the New Forces None is an Armed Organization based in Togo.,
693,POL_693,Party of the pure-Action on Development,Political Party,,,PAD,TGO,Togo,461.0,Africa,,,,,,,,,,,Party of the pure-Action on Development None is a Political Party based in Togo.,
694,POL_694,Union for the Democracy and Solidarity,Political Party,,,UDS,TGO,Togo,461.0,Africa,,,,,,,,,,,Union for the Democracy and Solidarity None is a Political Party based in Togo.,
695,POL_695,Democratic party pure Unite,Political Party,,,PDU,TGO,Togo,461.0,Africa,,,,,,,,,,,Democratic party pure Unite None is a Political Party based in Togo.,
696,POL_696,Party for Democracy and Renewal,Political Party,,,PDR,TGO,Togo,461.0,Africa,,,,,,,,,,,Party for Democracy and Renewal None is a Political Party based in Togo.,
697,POL_697,Togolese Union for Democracy,Political Party,,,UTD,TGO,Togo,461.0,Africa,,,,,,,,,,,Togolese Union for Democracy None is a Political Party based in Togo.,
698,POL_698,Convention African Peoples Democratic,Political Party,,,FDC,TGO,Togo,461.0,Africa,,,,,,,,,,,Convention African Peoples Democratic None is a Political Party based in Togo.,
699,ARM_699,Irish Republican Army,Armed Organization,,,IRA,IRL,Ireland,205.0,Europe,,,,,,282.0,PIRA,https://ucdp.uu.se/actor/282,P-IRA: Provisional IRA,,Irish Republican Army None is an Armed Organization based in Ireland.,Irish Republican Army
700,UMB_700,Combined Loyalist Military Command,Umbrella,,,CLMC,GBR,United Kingdom,200.0,Europe,,,,,,,,,,,Combined Loyalist Military Command is an Umbrella actor.,
701,ARM_701,Free Patriotic Movement,Armed Organization,,,FPM,LBN,Lebanon,660.0,Asia,,,,,,,,,FPM: Free Patriotic Movement,,Free Patriotic Movement None is an Armed Organization based in Lebanon.,
702,POL_702,Panafrican Patriotic Convention,Political Party,,,CPP,TGO,Togo,461.0,Africa,,,,,,,,,,,Panafrican Patriotic Convention None is a Political Party based in Togo.,
703,NGO_703,African Female Ministers and Parliamentarians Network,Civil Society,Non-governmental Organization,Other,,TGO,Togo,461.0,Africa,,1.0,,1.0,,,,,,,African Female Ministers and Parliamentarians Network is a non-governmental organisation/civil society representative based in Togo.,
704,NGO_704,"Group for Reflexion and Action on Women, Democracy and Development",Civil Society,Non-governmental Organization,Women,,TGO,Togo,461.0,Africa,,,,1.0,1.0,,,,,,"Group for Reflexion and Action on Women, Democracy and Development is a civil society representative for women in Togo.",
705,POL_705,Democratic Convention of African People,Political Party,,,CDPA,TGO,Togo,461.0,Africa,,,,,,,,,,,Democratic Convention of African People None is a Political Party based in Togo.,
706,POL_706,Political Parties,Political Party,,,,TCD,Chad,483.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in Chad.,
707,ENT_707,West Bengal,Entity,,,,IND,India,750.0,Asia,,,,,,,,,,,West Bengal is an entity (India).,
708,OTH_708,Darjeeling Gorkha Hill Council,Other,,,,IND,India,750.0,Asia,,,,1.0,,,,,,,Darjeeling Gorkha Hill Council is an Other actor.,
709,UMB_709,National Liberation Movements,Umbrella,,,,ETH,Ethiopia,530.0,Africa,,,,,,,,,,,National Liberation Movements is an Umbrella actor.,
710,OTH_710,Union Peace Working Committee,Other,,,,MMR,Myanmar (Burma),775.0,Asia,,,,1.0,,,,,,,Union Peace Working Committee is an Other actor.,
711,NGO_711,Religious Representatives,Civil Society,Religious,,,,,,,,1.0,,,,,,,,,Religious Representatives is a religious representative.,
712,NGO_712,Episcopal Conference of Angola and Sao Tome,Civil Society,Religious,,,,,,,,,,,,,,,,,Episcopal Conference of Angola and Sao Tome is a religious representative.,
713,NGO_713,Council of Christian Churches of Angola,Civil Society,Religious,,,AGO,Angola,540.0,Africa,,,,1.0,,,,,,,Council of Christian Churches of Angola is a religious representative.,
714,NGO_714,Inter-Ecclesiastical Council for Peace in Angol,Civil Society,Religious,,,AGO,Angola,540.0,Africa,,,,1.0,,,,,,,Inter-Ecclesiastical Council for Peace in Angol is a religious representative.,
715,OTH_715,Cabinda Forum for Dialogue,Other,,,,AGO,Angola,540.0,Africa,,,,1.0,,,,,,,Cabinda Forum for Dialogue is an Other actor.,
716,NGO_716,Civil Society Representative,Civil Society,Non-governmental Organization,Other,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Civil Society Representative is a non-governmental organisation/civil society representative based in South Sudan.,
717,NGO_717,Women's Bloc Representative,Civil Society,Non-governmental Organization,Women,,SSD,South Sudan,626.0,Africa,,,,1.0,1.0,,,,,,Women's Bloc Representative is a civil society representative for women in South Sudan.,
718,UMB_718,Other Political Parties,Umbrella,,,OPP,SSD,South Sudan,626.0,Africa,,,,,,,,,OPP: Other Political Parties (South Sudan),,Other Political Parties is an Umbrella actor.,
719,NGO_719,Eminent Personalities Representative,Civil Society,Non-governmental Organization,Other,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Eminent Personalities Representative is a non-governmental organisation/civil society representative based in South Sudan.,
720,ENT_720,Luhansk People Republic,Entity,,,,UKR,Ukraine,369.0,Europe,,,,,,,,,,,Luhansk People Republic is an entity (Ukraine).,
721,ENT_721,Donetsk People Republic,Entity,,,,UKR,Ukraine,369.0,Europe,,,,,,,,,,,Donetsk People Republic is an entity (Ukraine).,
722,ARM_722,Coordination of Patriotic Movements and Forces for Resistance,Armed Organization,,,CMFPR,MLI,Mali,432.0,Africa,,,,,,6348.0,CM-FPR,https://ucdp.uu.se/actor/6348,CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme),,Coordination of Patriotic Movements and Forces for Resistance None is an Armed Organization based in Mali.,Coordination of Movements and Fronts of Patriotic Resistance | Coordination des Mouvements et Front Patriotique de Résistance
723,ARM_723,Coalition for the Azawad Peoples,Armed Organization,,,CPA,MLI,Mali,432.0,Africa,,,,,,,,,CPA: Azawad People's Coalition,,Coalition for the Azawad Peoples None is an Armed Organization based in Mali.,
724,ARM_724,National Movement for the Liberation of Azawad/Coordination of Azawad Movements,Armed Organization,,,MNLA/CMA,MLI,Mali,432.0,Africa,,,,,,1158.0,CMA,https://ucdp.uu.se/actor/1158,MNLA: National Movement for the Liberation of Azawad,CMA: Coordination of Movements of the Azawad,National Movement for the Liberation of Azawad/Coordination of Azawad Movements None is an Armed Organization based in Mali.,Mouvement National pour la Libération de l'Azawad | CMA | Coordination des Mouvements de l'Azawad | Coordination of Azawad Movements | CAM | NMLA
725,OTH_725,General National Congress,Other,,,,LBY,Libya,620.0,Africa,,,,1.0,,,,,,,General National Congress is an Other actor.,
726,OTH_726,National Transitional Council,Other,,,,LBY,Libya,620.0,Africa,,,,1.0,,1126.0,NTC,https://ucdp.uu.se/actor/1126,,,National Transitional Council is an Other actor.,
727,OTH_727,House of Representatives,Other,,,,LBY,Libya,620.0,Africa,,,,1.0,,,,,,,House of Representatives is an Other actor.,
728,NGO_728,Civil Society Representative,Civil Society,Non-governmental Organization,Other,,LBY,Libya,620.0,Africa,,,,1.0,,,,,,,Civil Society Representative is a non-governmental organisation/civil society representative based in Libya.,
729,POL_729,Political Parties,Political Party,,,,LBY,Libya,620.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in Libya.,
730,OTH_730,Tribal Leaders,Civil Society,Non-governmental Organization,Other,,LBY,Libya,620.0,Africa,,,,1.0,,,,,,,Tribal Leaders is a non-governmental organisation/civil society representative based in Libya.,
731,NGO_731,Women's Organizations,Civil Society,Non-governmental Organization,Women,,LBY,Libya,620.0,Africa,,,,1.0,1.0,,,,,,Women's Organizations is a civil society representative for women in Libya.,
732,UMB_732,Joint Meeting Parties,Umbrella,,,JMP,YEM,Yemen,678.0,Asia,,,,,,,,,,,Joint Meeting Parties is an Umbrella actor.,
733,COA_733,Friends of Yemen,State Coalition,,,,,,,,,1.0,,,,,,,,,Friends of Yemen is an State Coalition actor.,
734,UMB_734,National Democratic Alliance,Umbrella,,,NDA,YEM,Yemen,678.0,Asia,,,,,,467.0,NDA,https://ucdp.uu.se/actor/467,,,National Democratic Alliance is an Umbrella actor.,
735,OTH_735,Preparatory Committee for National Dialogue,Other,,,,YEM,Yemen,678.0,Asia,,,,1.0,,,,,,,Preparatory Committee for National Dialogue is an Other actor.,
736,POL_736,Yemeni Congregation for Reform,Political Party,,,,YEM,Yemen,678.0,Asia,,,,,,,,,,,Yemeni Congregation for Reform None is a Political Party based in Yemen.,Al-Islah
737,POL_737,Solidarity Council and the Freedom Bloc,Political Party,,,,YEM,Yemen,678.0,Asia,,,,,,,,,,,Solidarity Council and the Freedom Bloc None is a Political Party based in Yemen.,
738,POL_738,Al - Haqq,Political Party,,,,YEM,Yemen,678.0,Asia,,,,,,,,,,,Al - Haqq None is a Political Party based in Yemen.,Truth Party
739,ENT_739,Palestine,Entity,,,,PSE,Palestine,667.0,Asia,,,,,,,,,,,Palestine is an entity (Palestine).,
740,ARM_740,Fatah,Armed Organization,,,,PSE,Palestine,667.0,Asia,,,,,,207.0,Fatah,https://ucdp.uu.se/actor/207,Fatah Movement,Harakat al-Tahrir al-Watani al-Filastini,Fatah None is an Armed Organization based in Palestine.,Palestinian National Liberation Movement
741,ARM_741,Hamas,Armed Organization,,,,PSE,Palestine,667.0,Asia,,,,,,209.0,Hamas,https://ucdp.uu.se/actor/209,Hamas Movement,Harakat al-Muqawarna al-Islamiyya,Hamas None is an Armed Organization based in Palestine.,Islamic Resistance Movement
742,NGO_742,Women's Societies,Civil Society,Non-governmental Organization,Women,,BHR,Bahrain,692.0,Asia,,,,1.0,1.0,,,,,,Women's Societies is a civil society representative for women in Bahrain.,
743,POL_743,Political Societies,Political Party,,,,BHR,Bahrain,692.0,Asia,,,,,,,,,,,Political Societies None is a Political Party based in Bahrain.,
744,NGO_744,Civil Society,Civil Society,Non-governmental Organization,Other,,BHR,Bahrain,692.0,Asia,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in Bahrain.,
745,OTH_745,Media,Other,,,,BHR,Bahrain,692.0,Asia,,,,1.0,,,,,,,Media is an Other actor.,
746,NGO_746,Youth Societies,Civil Society,Non-governmental Organization,Other,,BHR,Bahrain,692.0,Asia,,,,1.0,,,,,,,Youth Societies is a non-governmental organisation/civil society representative based in Bahrain.,
747,NGO_747,Labour Unions,Civil Society,Unions,,,BHR,Bahrain,692.0,Asia,,,,1.0,,,,,,,Labour Unions is a representative of unions in Bahrain.,
748,OTH_748,Governing Council,Government/state,,,,IRQ,Iraq,645.0,Asia,,,,1.0,,,,,,,Governing Council is an Government/state actor.,
749,OTH_749,Coalition Provisional Authority,Other,,,,,,,,,1.0,,1.0,,8094.0,Islah,https://ucdp.uu.se/actor/8094,,,Coalition Provisional Authority is an Other actor.,
750,IGO_750,United Nations Support Mission in Libya (UNSMIL),Intergovernmental Organization,,,UNSMIL,,,,,UN Mission,1.0,,,,,,,,,United Nations Support Mission in Libya (UNSMIL) None is a mission led by the United Nations.,United Nations Support Mission in Libya | UNSMIL - United Nations | United Nations Support Mission
751,ARM_751,"Liberation Army of Presevo, Medvedja and Bujanovac",Armed Organization,,,UÇPMB,ALB,Albania,339.0,Europe,,,,,,,,,,,"Liberation Army of Presevo, Medvedja and Bujanovac None is an Armed Organization based in Albania.","Ushtria Çlirimtare e Preshevës, Medvegjës dhe Bujanocit | Liberation Army of Preševo, Medveđa, and Bujanovac"
753,ARM_753,DKBA-5,Armed Organization,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,,,DKBA-5 None is an Armed Organization based in Myanmar (Burma).,
754,ARM_754,Karen National Union,Armed Organization,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,180.0,KNU,https://ucdp.uu.se/actor/180,KNU/KNLA: Karen National Union/Karen National Liberation Army,,Karen National Union None is an Armed Organization based in Myanmar (Burma).,
755,ARM_755,Pa-O National Liberation Army,Armed Organization,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,PNLO/PNLA: Pa-Oh National Liberation Organization/Pa-Oh National Liberation Army,,Pa-O National Liberation Army None is an Armed Organization based in Myanmar (Burma).,
756,ARM_756,Restoration Council of Shan State,Armed Organization,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,256.0,RCSS,https://ucdp.uu.se/actor/256,,,Restoration Council of Shan State None is an Armed Organization based in Myanmar (Burma).,
757,ARM_757,Lahu Democratic Union,Armed Organization,,,LDU,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,,,Lahu Democratic Union None is an Armed Organization based in Myanmar (Burma).,
758,ARM_758,Arakan Liberation Party,Armed Organization,,,ALP,MMR,Myanmar (Burma),775.0,Asia,,,,,,1048.0,ALP,https://ucdp.uu.se/actor/1048,ALP/ALA: Arakan Liberation Party/Arakan Liberation Army,,Arakan Liberation Party None is an Armed Organization based in Myanmar (Burma).,
759,ARM_759,All Burma Students Democratic Front,Armed Organization,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,,,All Burma Students Democratic Front None is an Armed Organization based in Myanmar (Burma).,
760,ARM_760,Division 13,Armed Organization,,,,SYR,Syria,652.0,Asia,,,,,,,,,13th Division,,Division 13 None is an Armed Organization based in Syria.,
761,ARM_761,Jaysh al-Fateheen,Armed Organization,,,,SYR,Syria,652.0,Asia,,,,,,,,,,,Jaysh al-Fateheen None is an Armed Organization based in Syria.,
762,ARM_762,Jaysh al-Mujahideen,Armed Organization,,,,SYR,Syria,652.0,Asia,,,,,,6012.0,Mujahideen Army,https://ucdp.uu.se/actor/6012,Army of Mujahideen,,Jaysh al-Mujahideen None is an Armed Organization based in Syria.,
763,ARM_763,Division 101,Armed Organization,,,,SYR,Syria,652.0,Asia,,,,,,6439.0,101st Infantry Division,https://ucdp.uu.se/actor/6439,,,Division 101 None is an Armed Organization based in Syria.,
